end_date,effective_end,lower_95,median,upper_95,order,seasonal_order,bic
2025-12-01,2025-12-01,-14.65126598117613,1.35521829229765,17.915059589388754,"[0, 1, 1]","[0, 0, 0, 12]",559.376498225971
2026-01-01,2026-01-01,-11.045552766821846,3.706291261056805,19.083230909598804,"[0, 1, 1]","[0, 0, 0, 12]",559.6985389314568
2026-02-01,2026-02-01,-9.851210018365354,3.7725817539075592,17.540600922838994,"[0, 1, 1]","[0, 0, 0, 12]",555.2854345724396
2026-03-01,2026-03-01,-10.874768825889342,1.54823874620363,14.022427061580474,"[0, 1, 1]","[0, 0, 0, 12]",555.5583236220613
2026-04-01,2026-04-01,-6.462375900434182,4.392848830730422,15.481832191105635,"[0, 1, 1]","[0, 0, 0, 12]",556.2803533445591
2026-05-01,2026-05-01,-7.8600962421607825,1.4271144549894572,10.875581663428417,"[0, 1, 1]","[0, 0, 0, 12]",557.2257742175702
2026-06-01,2026-05-01,-7.8600962421607825,1.4271144549894572,10.875581663428417,"[0, 1, 1]","[0, 0, 0, 12]",557.2257742175702
2026-07-01,2026-05-01,-7.8600962421607825,1.4271144549894572,10.875581663428417,"[0, 1, 1]","[0, 0, 0, 12]",557.2257742175702
2026-08-01,2026-05-01,-7.8600962421607825,1.4271144549894572,10.875581663428417,"[0, 1, 1]","[0, 0, 0, 12]",557.2257742175702
2026-09-01,2026-05-01,-7.8600962421607825,1.4271144549894572,10.875581663428417,"[0, 1, 1]","[0, 0, 0, 12]",557.2257742175702
2026-10-01,2026-05-01,-7.8600962421607825,1.4271144549894572,10.875581663428417,"[0, 1, 1]","[0, 0, 0, 12]",557.2257742175702
2026-11-01,2026-05-01,-7.8600962421607825,1.4271144549894572,10.875581663428417,"[0, 1, 1]","[0, 0, 0, 12]",557.2257742175702
