end_date,effective_end,lower_95,median,upper_95,order,seasonal_order,bic
2025-12-01,2025-12-01,-0.6942268755765134,1.3961293985759085,3.5311146197328673,"[0, 1, 2]","[1, 0, 1, 12]",403.1021538170478
2026-01-01,2026-01-01,-0.7707372574243496,1.2356967338459697,3.229295477455372,"[0, 1, 2]","[1, 0, 1, 12]",402.94263268211967
2026-02-01,2026-02-01,-1.0371195244411204,0.8237143770467199,2.663298047733174,"[0, 1, 2]","[1, 0, 1, 12]",401.0775940440943
2026-03-01,2026-03-01,-0.9639767295835895,0.6992733247488303,2.45712297599194,"[0, 1, 2]","[1, 0, 1, 12]",401.1489611418017
2026-04-01,2026-04-01,-0.7439623190683811,0.7563638471809639,2.332071715856158,"[0, 1, 2]","[1, 0, 1, 12]",400.8336521769404
2026-05-01,2026-05-01,-0.4704337353114685,0.8704765838489337,2.222053146734173,"[0, 1, 2]","[1, 0, 1, 12]",400.9050327852606
2026-06-01,2026-05-01,-0.4704337353114685,0.8704765838489337,2.222053146734173,"[0, 1, 2]","[1, 0, 1, 12]",400.9050327852606
2026-07-01,2026-05-01,-0.4704337353114685,0.8704765838489337,2.222053146734173,"[0, 1, 2]","[1, 0, 1, 12]",400.9050327852606
2026-08-01,2026-05-01,-0.4704337353114685,0.8704765838489337,2.222053146734173,"[0, 1, 2]","[1, 0, 1, 12]",400.9050327852606
2026-09-01,2026-05-01,-0.4704337353114685,0.8704765838489337,2.222053146734173,"[0, 1, 2]","[1, 0, 1, 12]",400.9050327852606
2026-10-01,2026-05-01,-0.4704337353114685,0.8704765838489337,2.222053146734173,"[0, 1, 2]","[1, 0, 1, 12]",400.9050327852606
2026-11-01,2026-05-01,-0.4704337353114685,0.8704765838489337,2.222053146734173,"[0, 1, 2]","[1, 0, 1, 12]",400.9050327852606
