end_date,effective_end,lower_95,median,upper_95,order,seasonal_order,bic
2025-12-01,2025-12-01,-4.024098835573671,-0.1403380454755876,3.7011184269122883,"[0, 1, 0]","[1, 0, 1, 12]",464.18874052286674
2026-01-01,2026-01-01,-3.2350011020528284,0.33938312326149855,3.9141128375653222,"[0, 1, 0]","[1, 0, 1, 12]",463.05832849369517
2026-02-01,2026-02-01,-3.341141008585799,-0.07672026257918674,3.13960965126451,"[0, 1, 0]","[1, 0, 1, 12]",462.8956465371293
2026-03-01,2026-03-01,-2.912560973932714,0.04248224300324921,2.9902423612281153,"[0, 1, 0]","[1, 0, 1, 12]",462.8527851187381
2026-04-01,2026-04-01,-2.8612605611276187,-0.3279516451651574,2.218175902559044,"[0, 1, 0]","[1, 0, 1, 12]",459.12049087795356
2026-05-01,2026-04-01,-2.8612605611276187,-0.3279516451651574,2.218175902559044,"[0, 1, 0]","[1, 0, 1, 12]",459.12049087795356
2026-06-01,2026-04-01,-2.8612605611276187,-0.3279516451651574,2.218175902559044,"[0, 1, 0]","[1, 0, 1, 12]",459.12049087795356
2026-07-01,2026-04-01,-2.8612605611276187,-0.3279516451651574,2.218175902559044,"[0, 1, 0]","[1, 0, 1, 12]",459.12049087795356
2026-08-01,2026-04-01,-2.8612605611276187,-0.3279516451651574,2.218175902559044,"[0, 1, 0]","[1, 0, 1, 12]",459.12049087795356
2026-09-01,2026-04-01,-2.8612605611276187,-0.3279516451651574,2.218175902559044,"[0, 1, 0]","[1, 0, 1, 12]",459.12049087795356
2026-10-01,2026-04-01,-2.8612605611276187,-0.3279516451651574,2.218175902559044,"[0, 1, 0]","[1, 0, 1, 12]",459.12049087795356
2026-11-01,2026-04-01,-2.8612605611276187,-0.3279516451651574,2.218175902559044,"[0, 1, 0]","[1, 0, 1, 12]",459.12049087795356
