date,lower_95,median,upper_95,actual
2024-06-01,,,,118.77
2024-07-01,,,,120.37
2024-08-01,,,,120.7
2024-09-01,,,,121.98
2024-10-01,,,,121.82
2024-11-01,,,,122.16
2024-12-01,,,,121.68
2025-01-01,,,,122.71
2025-02-01,,,,123.66
2025-03-01,,,,123.56
2025-04-01,,,,124.92
2025-05-01,,,,125.84
2025-06-01,,,,125.68
2025-07-01,,,,127.43
2025-08-01,,,,130.46
2025-09-01,,,,132.64
2025-10-01,,,,132.87
2025-11-01,,,,132.79
2025-12-01,,,,131.66
2026-01-01,,,,131.8
2026-02-01,,,,131.88
2026-03-01,,,,131.26
2026-04-01,,,,129.49
2026-05-01,,,,129.49
2026-06-01,127.88817960803185,130.0711153672507,132.27128420165425,
2026-07-01,127.59587184412072,130.6763270992834,133.84827017218413,
2026-08-01,127.7662119225244,131.5453613904402,135.44501206857575,
2026-09-01,127.99917465489807,132.3540418971981,136.82144774424341,
2026-10-01,127.33840834468246,132.2605475468644,137.2398151723391,
2026-11-01,126.7861932263307,132.21818555916784,137.6571198474362,
2026-12-01,126.1664815013248,131.95716669482223,137.75504049300818,
2027-01-01,126.03870295452379,132.25986331578142,138.50979194887051,
2027-02-01,125.99233906210715,132.5532683594216,139.29483197503416,
2027-03-01,125.14887280596216,132.18195066249697,139.19389587779344,
2027-04-01,125.19419312929573,132.52834705298238,139.86060076376947,
2027-05-01,125.08000818525424,132.72624342543614,140.3655624229234,
2027-06-01,125.25697743026274,133.2641332943759,141.26460164314727,
2027-07-01,125.31090610668878,133.80512743036456,142.34116053542152,
2027-08-01,125.76718358276831,134.58168851517019,143.5501440291273,
2027-09-01,126.05578657295915,135.3430695961966,144.69950203382385,
2027-10-01,125.57182788458346,135.25621054792776,144.86635144143176,
2027-11-01,125.23169974872057,135.21877476158147,145.30092088951866,
