date,lower_95,median,upper_95,actual
2024-07-01,,,,104.3
2024-08-01,,,,105.24
2024-09-01,,,,104.62
2024-10-01,,,,105.13
2024-11-01,,,,104.89
2024-12-01,,,,102.6
2025-01-01,,,,102.22
2025-02-01,,,,102.63
2025-03-01,,,,102.94
2025-04-01,,,,102.66
2025-05-01,,,,102.49
2025-06-01,,,,102.84
2025-07-01,,,,103.22
2025-08-01,,,,103.23
2025-09-01,,,,103.47
2025-10-01,,,,103.45
2025-11-01,,,,103.14
2025-12-01,,,,102.45
2026-01-01,,,,102.47
2026-02-01,,,,101.61
2026-03-01,,,,101.64
2026-04-01,,,,101.73
2026-05-01,,,,102.44
2026-06-01,,,,101.76
2026-07-01,100.07529698909042,102.23853412339358,104.41897787039898,
2026-08-01,99.58914484009796,102.63595799871435,105.78263150413203,
2026-09-01,98.92966526195953,102.66356497089794,106.5200309407865,
2026-10-01,98.3072768864067,102.62168283164922,107.03394430624364,
2026-11-01,97.32036616283125,102.19916678321805,107.1051181417601,
2026-12-01,96.25402782286427,101.62879725672622,107.02599723868106,
2027-01-01,95.38371844595753,101.10923746250798,106.85819275380518,
2027-02-01,94.79192841179119,100.95160512615578,107.12931003053825,
2027-03-01,94.38483403519749,100.88352500141607,107.5825789936644,
2027-04-01,94.21079476517478,101.18133653106648,108.11631947318395,
2027-05-01,94.31081273673604,101.56475322415454,108.82595792082664,
2027-06-01,94.22048125859271,101.77631489416675,109.34628265327467,
2027-07-01,94.30172742949415,102.22676923878079,110.19361698360646,
2027-08-01,94.16262395704017,102.59482370272735,111.05541019207604,
2027-09-01,93.8612470773029,102.59957690321397,111.46585761209367,
2027-10-01,93.37396374365377,102.5881303773204,111.84513272939459,
2027-11-01,92.57931807671606,102.18795614420907,111.72816829091127,
2027-12-01,91.75414155291627,101.64976174118004,111.63052393907016,
