date,lower_95,median,upper_95,actual
2024-07-01,,,,111.97
2024-08-01,,,,112.53
2024-09-01,,,,113.58
2024-10-01,,,,113.99
2024-11-01,,,,114.45
2024-12-01,,,,114.87
2025-01-01,,,,117.62
2025-02-01,,,,116.32
2025-03-01,,,,115.59
2025-04-01,,,,115.6
2025-05-01,,,,115.37
2025-06-01,,,,115.35
2025-07-01,,,,115.13
2025-08-01,,,,115.31
2025-09-01,,,,115.7
2025-10-01,,,,115.7
2025-11-01,,,,116.5
2025-12-01,,,,116.68
2026-01-01,,,,118.0
2026-02-01,,,,120.05
2026-03-01,,,,119.15
2026-04-01,,,,119.56
2026-05-01,,,,120.04
2026-06-01,,,,120.54
2026-07-01,118.20539944398217,119.9787419628513,121.77403838621474,
2026-08-01,118.13628712111758,120.20459427291246,122.30658999609575,
2026-09-01,118.11909162432205,120.48429524913163,122.87744292742458,
2026-10-01,117.8606670931127,120.48366688731409,123.11557012169185,
2026-11-01,117.62225739501223,120.48900265765644,123.38955562906234,
2026-12-01,117.78442664591803,120.89547391529949,123.98573654527627,
2027-01-01,119.73663369480727,123.04061272037274,126.38504738638109,
2027-02-01,120.14209755743519,123.61753955099437,127.1173232469387,
2027-03-01,119.17504297993554,122.82253019934842,126.47080189759,
2027-04-01,119.14110634184433,123.00709850731448,126.89791837896978,
2027-05-01,119.31961291951885,123.35899966811597,127.35690151289973,
2027-06-01,119.24337321270956,123.4806101890727,127.55602855053915,
2027-07-01,118.68800849462578,123.05163246449555,127.4820981194427,
2027-08-01,118.6369195065426,123.28958735629188,127.9636302700556,
2027-09-01,118.62528634231909,123.56431008822571,128.40353226407325,
2027-10-01,118.49117235382616,123.56511156164859,128.51777532841504,
2027-11-01,118.33373186445516,123.53164595189119,128.82859686615245,
2027-12-01,118.5189319726077,123.96952256862198,129.30873872268936,
