end_date,effective_end,lower_95,median,upper_95,order,seasonal_order,bic
2025-12-01,2025-12-01,-18.08736026454366,10.781993165360959,38.716818304687685,"[0, 1, 0]","[1, 0, 1, 12]",691.2048575997786
2026-01-01,2026-01-01,-8.093372897989243,20.303334125785184,48.797543791853606,"[0, 1, 0]","[1, 0, 0, 12]",700.6240820307527
2026-02-01,2026-02-01,-9.28440292328833,15.674754052530254,39.74983744002775,"[0, 1, 0]","[1, 0, 1, 12]",689.1164895845453
2026-03-01,2026-03-01,-12.462310963103718,11.438518239503772,35.404443158799545,"[0, 1, 0]","[1, 0, 0, 12]",698.6779212878356
2026-04-01,2026-04-01,-8.36944872957332,13.31541368943995,34.38454197614838,"[0, 1, 0]","[1, 0, 0, 12]",698.6278920722676
2026-05-01,2026-05-01,-6.24369734070048,11.752022219708628,30.5334248553966,"[0, 1, 0]","[1, 0, 0, 12]",698.6375564096346
2026-06-01,2026-05-01,-6.24369734070048,11.752022219708628,30.5334248553966,"[0, 1, 0]","[1, 0, 0, 12]",698.6375564096346
2026-07-01,2026-05-01,-6.24369734070048,11.752022219708628,30.5334248553966,"[0, 1, 0]","[1, 0, 0, 12]",698.6375564096346
2026-08-01,2026-05-01,-6.24369734070048,11.752022219708628,30.5334248553966,"[0, 1, 0]","[1, 0, 0, 12]",698.6375564096346
2026-09-01,2026-05-01,-6.24369734070048,11.752022219708628,30.5334248553966,"[0, 1, 0]","[1, 0, 0, 12]",698.6375564096346
2026-10-01,2026-05-01,-6.24369734070048,11.752022219708628,30.5334248553966,"[0, 1, 0]","[1, 0, 0, 12]",698.6375564096346
2026-11-01,2026-05-01,-6.24369734070048,11.752022219708628,30.5334248553966,"[0, 1, 0]","[1, 0, 0, 12]",698.6375564096346
