end_date,effective_end,lower_95,median,upper_95,order,seasonal_order,bic
2025-12-01,2025-12-01,-1.622813907028493,1.1355440804876267,3.9819081132779552,"[0, 1, 1]","[0, 0, 0, 12]",414.58301091601925
2026-01-01,2026-01-01,-1.3225616942626313,1.254672438028976,3.919029105671032,"[0, 1, 1]","[0, 0, 0, 12]",408.32870025760917
2026-02-01,2026-02-01,-1.3092272882458895,1.0648449929400456,3.536334366147026,"[0, 1, 1]","[0, 0, 0, 12]",405.87763088807327
2026-03-01,2026-03-01,-0.8126415841119328,1.3768451621241127,3.6554465885243563,"[0, 1, 1]","[0, 0, 0, 12]",405.6492198298941
2026-04-01,2026-04-01,-0.6147707362788143,1.3451354650637057,3.3915606712048945,"[0, 1, 1]","[0, 0, 0, 12]",401.19297991039144
2026-05-01,2026-05-01,-0.24953804875141328,1.4997254331334275,3.280094921686828,"[0, 1, 1]","[0, 0, 0, 12]",399.85210024527674
2026-06-01,2026-06-01,-0.07586293105018846,1.4311117007267242,2.9684764613318952,"[0, 1, 1]","[0, 0, 0, 12]",399.73140268747306
2026-07-01,2026-07-01,0.31779510453403614,1.537668145955621,2.770261401050324,"[0, 1, 1]","[0, 0, 0, 12]",399.74861225229256
2026-08-01,2026-07-01,0.31779510453403614,1.537668145955621,2.770261401050324,"[0, 1, 1]","[0, 0, 0, 12]",399.74861225229256
2026-09-01,2026-07-01,0.31779510453403614,1.537668145955621,2.770261401050324,"[0, 1, 1]","[0, 0, 0, 12]",399.74861225229256
2026-10-01,2026-07-01,0.31779510453403614,1.537668145955621,2.770261401050324,"[0, 1, 1]","[0, 0, 0, 12]",399.74861225229256
2026-11-01,2026-07-01,0.31779510453403614,1.537668145955621,2.770261401050324,"[0, 1, 1]","[0, 0, 0, 12]",399.74861225229256
