date,lower_95,median,upper_95,actual
2024-06-01,,,,99.58
2024-07-01,,,,108.85
2024-08-01,,,,132.52
2024-09-01,,,,122.18
2024-10-01,,,,135.0
2024-11-01,,,,141.25
2024-12-01,,,,134.41
2025-01-01,,,,112.95
2025-02-01,,,,102.87
2025-03-01,,,,97.91
2025-04-01,,,,97.73
2025-05-01,,,,94.09
2025-06-01,,,,99.31
2025-07-01,,,,115.08
2025-08-01,,,,146.94
2025-09-01,,,,129.45
2025-10-01,,,,128.35
2025-11-01,,,,122.56
2025-12-01,,,,109.95
2026-01-01,,,,102.01
2026-02-01,,,,94.09
2026-03-01,,,,95.15
2026-04-01,,,,100.4
2026-05-01,,,,103.21
2026-06-01,92.55319469112725,109.36061577486169,126.14981764496702,
2026-07-01,91.9403921088812,114.40864704924039,136.77775008487424,
2026-08-01,102.46295406626759,126.81398422035727,151.02010197085292,
2026-09-01,102.41918849319009,127.07741983523954,152.1287703466719,
2026-10-01,103.47099109886531,128.1395531644528,152.8214940959899,
2026-11-01,98.10472250054106,123.43854686192941,147.848901219314,
2026-12-01,90.45871204898431,115.75452431429578,140.40489747888824,
2027-01-01,83.50913209222853,109.11880919370472,133.5964250214391,
2027-02-01,81.49061844354,106.472384275748,132.2165083517346,
2027-03-01,79.94580720230599,104.74943645730727,130.34243743365516,
2027-04-01,81.3021551016369,106.75720451372445,131.6953711663726,
2027-05-01,82.08123134615539,107.49583340253352,132.61390348117874,
2027-06-01,86.39374959906857,111.73283788607776,137.3680244518656,
2027-07-01,90.56600540393833,116.40036210517414,142.8543203482348,
2027-08-01,101.44205439605925,128.3954963047433,154.98252188864882,
2027-09-01,102.65564925685493,128.89140121881428,154.659539918372,
2027-10-01,102.91866806822892,130.0304259777693,156.39318704423152,
2027-11-01,98.89017333003392,125.55236027973123,152.10250232193394,
