date,lower_95,median,upper_95,actual
2024-07-01,,,,109.95
2024-08-01,,,,117.92
2024-09-01,,,,114.29
2024-10-01,,,,105.66
2024-11-01,,,,106.91
2024-12-01,,,,105.78
2025-01-01,,,,101.45
2025-02-01,,,,101.04
2025-03-01,,,,113.06
2025-04-01,,,,117.93
2025-05-01,,,,107.18
2025-06-01,,,,104.5
2025-07-01,,,,109.98
2025-08-01,,,,118.46
2025-09-01,,,,121.08
2025-10-01,,,,114.35
2025-11-01,,,,123.3
2025-12-01,,,,119.9
2026-01-01,,,,120.03
2026-02-01,,,,129.78
2026-03-01,,,,120.51
2026-04-01,,,,119.67
2026-05-01,,,,117.25
2026-06-01,,,,114.88
2026-07-01,102.71164855908835,113.84183948111834,124.84655601650877,
2026-08-01,103.22037843991866,118.57880475111516,134.25269309493453,
2026-09-01,100.02820808888112,118.86417268604117,138.2288881877364,
2026-10-01,94.35301970195825,117.01778579768838,139.15830772047087,
2026-11-01,92.54365049743211,117.7175076446735,142.47143947689375,
2026-12-01,89.81402418655603,117.38170456333226,144.58035075314154,
2027-01-01,88.27845422114682,118.8489794566755,148.48448463860305,
2027-02-01,88.6978393789992,121.0318675552681,152.20179080386544,
2027-03-01,89.51696469013714,123.65061760268159,157.15064593476768,
2027-04-01,89.19496767632896,124.7614728978457,159.74785144181558,
2027-05-01,82.15436755447313,119.40640837991616,155.73698740231208,
2027-06-01,77.03474921206808,115.61026094734089,153.235277795421,
2027-07-01,73.8846171464422,114.64855671313255,155.14581426345805,
2027-08-01,77.26858969372017,119.14122977965354,162.05214434402478,
2027-09-01,75.68084593322321,119.6997861042312,164.43375289604268,
2027-10-01,72.35156767068597,117.62168834298612,164.46484062878545,
2027-11-01,70.62043724945674,118.51057269915349,166.1848396162089,
2027-12-01,69.27351947787047,118.26476345818358,167.04770802932146,
