date,Food,meats,pork,beef,poultry,eggs,egg,seafood,vegetable,fruit,dairy,milk,oils,FAFH
2004-11-01,65.27,59.69,,,,62.72,,49.68,47.59,63.21,64.76,,61.75,73.06
2004-12-01,65.47,59.76,,,,66.19,,50.18,47.84,62.38,63.85,,62.63,73.57
2005-01-01,65.2,60.54,,,,68.22,,50.73,48.02,60.04,63.72,,61.34,73.07
2005-02-01,65.09,61.58,,,,68.35,,52.27,44.86,60.06,63.92,,60.99,73.24
2005-03-01,68.02,63.77,,,,70.03,,53.62,59.14,63.84,63.6,,62.28,73.33
2005-04-01,67.54,65.73,,,,69.99,,52.52,50.19,68.92,66.69,,62.77,73.25
2005-05-01,68.83,63.62,,,,67.83,,51.92,59.88,71.2,66.77,,62.49,73.31
2005-06-01,69.19,62.86,,,,65.9,,51.78,68.59,64.16,66.89,,62.04,73.41
2005-07-01,72.85,62.25,,,,70.96,,51.68,84.79,77.3,66.89,,62.71,73.64
2005-08-01,74.72,62.85,,,,82.12,,51.48,94.72,80.77,67.31,,62.3,73.57
2005-09-01,74.76,61.63,,,,72.23,,51.23,100.55,75.78,67.18,,61.28,73.45
2005-10-01,74.16,61.32,,,,75.3,,50.64,83.78,90.59,67.21,,61.67,73.75
2005-11-01,70.39,61.14,,,,74.93,,49.98,60.66,86.56,67.25,,62.12,73.42
2005-12-01,70.14,61.26,,,,71.94,,50.63,64.02,79.3,65.32,,62.2,73.71
2006-01-01,69.01,62.37,,,,82.58,,51.8,53.96,79.18,64.84,,60.77,73.99
2006-02-01,68.2,63.26,,,,78.68,,51.69,46.16,80.15,64.74,,61.06,74.03
2006-03-01,67.46,63.6,,,,78.51,,51.19,42.42,77.66,65.02,,62.99,73.96
2006-04-01,68.64,62.77,,,,72.05,,51.5,53.02,75.81,67.73,,63.08,73.78
2006-05-01,70.21,61.31,,,,69.5,,51.41,62.59,79.89,67.98,,62.84,73.75
2006-06-01,71.55,61.17,,,,60.6,,51.6,80.45,69.73,67.94,,63.18,73.87
2006-07-01,72.09,61.02,,,,64.75,,52.04,83.43,70.64,67.54,,62.51,73.82
2006-08-01,70.96,61.2,,,,64.29,,51.92,75.44,71.19,67.07,,62.47,73.81
2006-09-01,69.93,61.48,,,,66.04,,52.14,67.24,69.94,67.26,,64.03,74.09
2006-10-01,69.36,60.81,,,,64.24,,51.79,61.73,72.62,67.54,,63.82,74.36
2006-11-01,68.84,61.67,,,,61.08,,51.65,58.92,71.76,67.51,,63.65,73.76
2006-12-01,69.25,61.67,,,,60.87,,54.1,62.55,69.13,67.19,,63.0,73.92
2007-01-01,69.46,62.02,,,,66.12,,55.09,62.11,68.92,67.04,,62.94,74.33
2007-02-01,68.08,62.05,,,,66.54,,56.34,52.39,68.36,66.47,,62.41,74.42
2007-03-01,67.63,62.3,,,,69.22,,54.73,47.79,68.34,67.77,,64.98,74.46
2007-04-01,68.21,62.12,,,,70.37,,54.27,53.27,68.52,67.46,,65.2,74.07
2007-05-01,68.51,61.6,,,,68.62,,53.77,51.24,74.57,67.81,,64.3,74.28
2007-06-01,69.4,62.49,,,,62.75,,54.67,63.79,65.05,68.18,,64.8,74.14
2007-07-01,68.81,61.8,,,,68.71,,54.9,59.42,61.68,69.7,,67.01,75.25
2007-08-01,72.6,63.72,,,,77.23,,55.6,76.96,67.24,73.91,,69.6,76.15
2007-09-01,75.33,67.04,,,,75.66,,55.19,89.0,69.99,74.11,,69.91,77.48
2007-10-01,79.43,66.7,,,,76.48,,54.9,109.78,78.62,75.03,,70.97,77.84
2007-11-01,77.47,66.88,,,,82.37,,55.55,89.85,81.49,75.38,,72.32,78.32
2007-12-01,74.41,67.87,,,,80.28,,56.36,63.31,83.46,75.96,,74.74,78.62
2008-01-01,73.09,68.62,,,,85.17,,57.76,43.44,86.1,76.81,,76.54,78.91
2008-02-01,74.68,69.31,,,,88.29,,60.49,57.35,82.21,76.26,,77.53,79.5
2008-03-01,73.93,70.28,,,,95.7,,59.77,47.83,77.54,77.69,,81.82,80.12
2008-04-01,74.83,71.99,,,,88.74,,59.74,47.4,81.46,77.84,,88.63,80.74
2008-05-01,74.88,72.78,,,,84.38,,60.37,50.77,74.08,78.18,,92.43,81.18
2008-06-01,77.64,76.18,,,,84.88,,62.34,60.54,82.71,78.13,,94.38,81.69
2008-07-01,78.17,77.07,,,,84.06,,63.58,65.46,77.43,78.96,,94.38,82.01
2008-08-01,80.02,77.47,,,,90.77,,64.92,80.89,76.88,78.82,,94.35,82.23
2008-09-01,79.58,75.65,,,,86.81,,64.74,74.71,79.07,79.4,,95.47,82.42
2008-10-01,83.83,74.17,,,,87.37,,64.22,112.03,82.53,79.49,,95.22,82.72
2008-11-01,82.83,73.73,,,,82.92,,62.89,103.41,84.71,79.49,,93.4,82.79
2008-12-01,79.32,73.58,,,,88.73,,63.01,74.26,78.25,79.91,,90.6,82.8
2009-01-01,76.96,74.19,,,,88.64,,66.38,50.74,77.64,79.82,,89.38,82.62
2009-02-01,75.24,73.91,,,,94.08,,64.27,42.69,68.89,79.99,,90.49,82.45
2009-03-01,75.75,73.0,,,,95.96,,63.41,50.04,68.43,79.77,,87.87,82.44
2009-04-01,75.95,72.28,,,,98.07,,63.21,50.74,70.63,79.88,,87.46,82.27
2009-05-01,77.14,72.12,,,,89.81,,63.18,54.24,79.93,80.24,,86.1,82.03
2009-06-01,75.87,71.86,,,,81.78,,64.28,53.78,69.69,79.94,,86.11,81.82
2009-07-01,76.11,71.84,,,,83.41,,65.11,59.68,65.37,80.25,,87.07,81.85
2009-08-01,81.12,74.41,,,,92.98,,66.3,92.18,78.07,80.89,,86.36,81.87
2009-09-01,80.59,74.38,,,,87.74,,65.97,80.63,86.63,80.63,,85.57,81.72
2009-10-01,80.02,73.39,,,,83.01,,65.57,78.83,84.73,80.4,,86.57,81.72
2009-11-01,77.45,73.03,,,,77.38,,64.42,60.98,80.57,80.05,,86.38,81.51
2009-12-01,76.53,72.99,,,,80.32,,64.18,54.88,76.99,80.68,,87.43,81.69
2010-01-01,76.8,73.96,,,,85.44,,66.55,50.8,80.27,80.88,,86.73,81.71
2010-02-01,76.44,75.66,,,,85.24,,71.29,48.15,73.77,82.21,,86.38,82.03
2010-03-01,76.43,73.71,,,,77.04,,67.3,52.75,72.54,83.53,,88.12,81.69
2010-04-01,76.95,73.14,,,,85.42,,67.49,52.47,76.01,83.85,,87.0,81.98
2010-05-01,76.86,73.47,,,,82.28,,67.94,52.53,75.29,83.62,,87.62,82.0
2010-06-01,77.13,74.39,,,,74.36,,69.34,60.63,67.13,84.06,,87.98,81.97
2010-07-01,77.78,73.89,,,,74.35,,69.95,67.08,66.75,84.22,,88.44,82.06
2010-08-01,78.44,74.63,,,,78.5,,70.03,69.28,72.46,83.96,,86.29,82.06
2010-09-01,78.96,75.25,,,,74.16,,70.19,71.88,71.89,84.37,,88.3,82.04
2010-10-01,80.21,74.99,,,,71.24,,69.74,79.52,76.93,84.71,,87.14,82.08
2010-11-01,80.26,75.54,,,,75.79,,69.28,76.96,79.37,84.36,,87.43,82.26
2010-12-01,78.19,75.82,,,,73.82,,69.5,55.76,79.72,84.47,,89.11,82.33
2011-01-01,78.35,76.78,,,,86.07,,75.03,52.69,79.04,83.8,,88.08,82.31
2011-02-01,78.51,78.76,,,,83.29,,75.64,48.96,79.76,84.31,,88.57,82.55
2011-03-01,77.86,77.03,,,,80.6,,72.02,45.46,80.4,84.21,,91.63,82.58
2011-04-01,78.38,76.8,,,,86.56,,72.03,48.07,80.54,84.83,,92.99,82.88
2011-05-01,79.01,76.84,,,,80.35,,73.11,52.93,79.81,84.44,,91.36,83.0
2011-06-01,79.7,76.87,,,,81.21,,73.62,55.91,81.44,84.66,,92.34,83.3
2011-07-01,79.07,77.59,,,,83.02,,73.66,59.82,70.6,84.86,,92.04,83.39
2011-08-01,79.68,77.55,,,,85.93,,73.78,64.62,71.86,85.43,,91.83,83.49
2011-09-01,80.44,78.18,,,,90.16,,73.2,67.1,73.85,86.6,,92.69,83.5
2011-10-01,81.03,77.69,,,,89.36,,73.3,67.78,77.04,89.77,,91.19,83.73
2011-11-01,81.15,77.82,,,,90.62,,72.92,66.91,77.96,90.39,,91.98,83.73
2011-12-01,82.4,77.26,,,,95.65,,74.26,82.56,71.78,89.71,,93.15,83.95
2012-01-01,81.9,77.66,,,,98.71,,77.96,74.83,73.24,89.96,,91.61,84.07
2012-02-01,80.17,76.8,,,,94.8,,75.7,62.58,69.27,90.03,,92.36,84.2
2012-03-01,80.27,74.75,,,,94.59,,74.88,59.43,76.51,89.94,,92.39,84.22
2012-04-01,80.03,73.76,,,,90.76,,76.2,55.28,77.58,89.26,,91.45,84.41
2012-05-01,81.98,73.45,,,,91.92,,76.53,66.35,82.66,89.69,,89.76,84.97
2012-06-01,83.22,74.79,,,,88.83,,77.39,72.98,84.89,89.77,,93.19,85.31
2012-07-01,84.05,75.53,,,,86.18,,77.0,79.42,84.85,89.78,,93.46,85.5
2012-08-01,86.61,75.39,,,,94.56,,77.47,102.1,86.6,90.29,,90.49,85.56
2012-09-01,85.7,75.65,,,,91.15,,76.65,84.72,95.31,90.18,,94.73,85.64
2012-10-01,84.46,75.88,,,,92.38,,75.78,75.62,91.58,89.93,,94.95,85.69
2012-11-01,83.0,76.64,,,,89.41,,75.32,63.04,88.89,90.36,,93.77,85.96
2012-12-01,83.93,77.65,,,,93.15,,75.22,74.55,84.17,90.44,,93.07,86.0
2013-01-01,83.84,79.07,76.88,72.93,83.29,95.24,97.8,76.69,72.57,84.14,90.02,86.69,92.21,86.05
2013-02-01,82.51,80.11,78.75,73.82,83.43,95.12,97.7,79.03,58.74,83.92,89.57,86.56,89.69,86.02
2013-03-01,81.26,78.07,76.57,73.34,80.79,96.86,99.77,76.3,49.7,81.65,89.85,86.69,90.84,86.23
2013-04-01,81.89,77.53,76.75,72.41,79.26,96.35,99.02,76.98,59.84,76.96,89.1,84.69,92.88,86.3
2013-05-01,83.2,76.97,76.56,72.69,77.82,87.86,88.91,77.19,71.55,78.36,90.05,86.87,92.16,86.38
2013-06-01,83.6,77.82,76.74,73.72,79.7,81.0,80.65,77.85,76.73,74.86,90.7,87.63,92.21,86.49
2013-07-01,82.98,78.07,76.46,73.98,80.76,81.31,81.2,78.56,76.94,67.46,91.66,87.81,93.69,86.43
2013-08-01,83.66,78.58,76.64,74.27,81.83,86.36,87.23,79.49,77.85,75.25,91.73,88.83,89.3,86.33
2013-09-01,87.73,79.26,77.06,75.29,82.91,86.3,87.04,79.69,108.38,81.47,90.85,86.97,91.38,86.52
2013-10-01,86.93,79.6,77.19,74.87,83.72,83.06,83.18,79.07,95.46,86.92,91.2,87.75,92.39,86.77
2013-11-01,85.24,80.07,77.3,75.49,84.65,85.61,86.33,78.36,75.22,88.49,91.09,86.57,92.58,86.89
2013-12-01,85.06,81.87,77.51,74.96,89.7,87.02,88.07,79.69,69.24,90.4,90.91,86.94,92.13,86.93
2014-01-01,84.67,83.78,78.22,77.39,93.34,92.72,94.78,83.68,58.53,93.42,91.01,86.48,94.29,87.33
2014-02-01,84.64,85.23,79.95,76.77,95.3,91.83,93.67,82.62,55.36,92.44,89.91,84.63,95.91,87.62
2014-03-01,85.86,88.29,87.32,77.28,93.47,101.57,105.29,83.04,56.92,95.81,90.26,85.88,94.94,88.32
2014-04-01,86.11,88.21,88.13,77.97,92.03,97.1,99.79,83.44,59.64,91.82,91.22,86.64,94.38,89.14
2014-05-01,86.79,87.7,88.65,78.6,89.65,95.32,97.59,84.05,66.17,89.14,90.61,85.17,95.27,89.67
2014-06-01,86.78,87.29,88.63,78.93,88.41,95.72,98.09,84.31,75.18,77.9,90.89,86.83,93.71,89.94
2014-07-01,86.53,87.95,89.85,80.32,88.11,96.69,99.05,84.32,75.81,74.22,92.15,88.65,93.12,90.11
2014-08-01,88.35,88.01,90.11,79.92,87.99,102.97,106.38,83.99,86.48,79.9,92.38,88.36,93.08,90.26
2014-09-01,88.97,88.28,91.15,80.62,87.05,95.78,97.2,83.66,85.74,85.46,92.94,88.83,94.19,90.36
2014-10-01,89.83,88.7,91.21,82.99,87.31,102.56,105.17,83.41,89.73,89.57,92.29,87.83,92.81,90.44
2014-11-01,88.35,89.29,91.14,83.82,88.76,93.12,93.77,82.82,74.19,91.35,90.89,85.2,92.48,90.71
2014-12-01,88.74,89.45,89.18,84.09,91.79,98.55,100.19,83.22,77.22,90.04,90.73,84.55,95.63,90.83
2015-01-01,88.45,91.73,91.0,84.38,95.69,104.95,107.86,85.01,70.35,90.99,90.91,84.04,94.26,90.83
2015-02-01,87.26,93.64,95.31,84.25,95.22,103.83,106.33,88.92,59.6,88.62,89.31,81.45,91.5,90.91
2015-03-01,87.09,91.78,92.28,84.17,94.12,105.35,107.91,85.59,58.91,86.91,90.94,84.68,94.36,90.89
2015-04-01,87.39,89.28,87.64,84.64,93.12,98.58,99.8,85.2,68.45,81.24,90.32,83.91,95.75,91.25
2015-05-01,87.56,87.96,86.85,84.19,90.49,92.8,92.74,84.67,71.92,78.98,91.21,85.64,94.49,91.48
2015-06-01,88.41,89.8,88.41,84.56,93.48,83.24,81.3,84.88,82.93,75.24,92.25,87.1,93.8,91.44
2015-07-01,88.06,90.1,88.61,84.98,93.88,86.0,84.62,85.19,78.87,73.24,92.57,88.77,93.58,91.64
2015-08-01,91.06,90.98,90.53,85.65,93.47,95.4,95.98,85.16,98.65,83.61,92.72,88.31,91.44,91.79
2015-09-01,94.21,90.65,90.5,85.81,92.48,96.14,96.44,84.96,114.97,96.48,92.57,88.79,92.41,91.98
2015-10-01,94.42,89.6,89.5,85.89,90.82,94.36,94.1,85.2,112.25,101.35,92.08,87.84,93.91,92.06
2015-11-01,92.99,90.16,89.76,86.19,91.93,101.29,102.48,84.86,96.59,102.13,91.0,86.7,94.79,92.27
2015-12-01,91.4,90.51,89.38,86.38,93.45,100.83,101.47,85.78,81.68,101.07,88.94,81.69,93.51,92.38
2016-01-01,90.86,90.97,89.7,86.62,94.08,105.49,107.07,87.89,75.03,100.67,88.4,80.04,93.5,92.45
2016-02-01,94.65,91.54,90.79,87.07,93.99,104.58,105.84,91.73,107.75,101.44,88.66,81.45,92.4,92.47
2016-03-01,94.61,91.15,89.98,87.43,93.84,108.94,111.32,88.51,105.54,103.41,88.23,80.98,93.4,92.64
2016-04-01,94.35,90.76,89.03,87.01,94.19,105.75,107.41,88.06,103.27,102.3,90.48,83.69,92.37,92.72
2016-05-01,92.66,90.84,89.53,87.51,93.49,92.28,91.22,88.12,86.29,103.6,90.47,83.9,93.29,92.7
2016-06-01,92.44,90.8,89.73,87.89,92.99,90.24,88.73,88.6,84.46,102.29,93.07,89.13,93.26,92.75
2016-07-01,92.92,91.39,91.01,88.25,92.86,92.39,91.47,89.24,91.68,98.99,92.68,89.42,93.18,92.97
2016-08-01,93.44,91.5,91.13,89.12,92.68,96.03,95.87,89.7,94.78,102.75,93.37,90.64,92.38,92.99
2016-09-01,95.03,92.02,91.9,89.57,93.0,94.87,94.35,90.51,102.11,106.14,93.74,90.91,92.12,93.21
2016-10-01,99.36,91.83,91.36,90.1,92.91,97.45,97.41,91.03,139.41,109.29,93.38,90.7,93.15,93.36
2016-11-01,98.95,91.89,91.07,90.67,93.17,96.65,96.47,89.92,132.83,111.91,93.35,90.05,93.06,93.37
2016-12-01,95.47,92.31,91.45,90.3,93.97,91.64,90.51,90.35,95.18,116.42,92.6,89.0,92.21,93.56
2017-01-01,93.56,92.94,92.87,90.42,93.7,93.89,93.24,95.52,69.18,121.15,91.6,86.51,91.78,93.93
2017-02-01,93.93,93.15,92.7,90.74,94.47,91.02,89.85,93.31,66.8,125.68,91.73,86.46,92.32,94.23
2017-03-01,92.98,92.41,92.22,90.53,93.09,95.6,95.36,92.14,65.08,117.54,91.52,85.37,92.13,94.46
2017-04-01,92.08,92.76,92.78,90.47,93.44,97.09,97.05,92.51,67.61,102.21,93.48,89.39,93.22,94.55
2017-05-01,92.62,93.14,93.22,90.54,93.94,90.41,89.01,93.93,73.16,100.11,94.65,91.97,93.81,94.63
2017-06-01,94.47,93.14,93.47,90.43,93.55,84.79,82.29,93.76,95.39,95.14,95.37,93.6,93.93,94.73
2017-07-01,94.06,93.22,94.58,90.43,92.23,79.98,76.56,93.72,98.19,88.19,95.37,94.28,93.75,94.74
2017-08-01,94.69,93.91,95.65,90.6,92.67,88.97,87.3,93.78,103.12,88.65,96.0,94.84,92.43,94.87
2017-09-01,94.83,94.14,96.24,90.89,92.42,83.3,80.4,93.99,99.32,92.0,96.46,95.3,94.13,95.16
2017-10-01,95.51,94.22,96.42,90.6,92.5,84.92,82.43,94.26,103.37,91.93,96.77,95.8,95.02,95.27
2017-11-01,96.3,94.32,95.48,90.14,94.16,85.0,82.55,94.16,104.08,98.58,96.24,95.09,94.63,95.29
2017-12-01,95.53,94.95,95.16,90.45,96.32,82.7,79.8,94.56,96.21,97.32,96.7,95.37,95.32,95.47
2018-01-01,94.33,95.59,95.25,91.2,97.54,93.62,93.23,96.28,86.5,87.91,96.2,95.25,95.19,95.77
2018-02-01,94.84,96.24,96.52,90.63,98.1,95.16,94.95,100.25,85.26,89.45,96.18,94.21,95.23,96.01
2018-03-01,94.2,95.04,93.82,90.58,97.9,90.52,89.36,97.0,74.57,90.22,96.18,94.03,96.2,96.17
2018-04-01,94.57,93.88,92.86,91.03,95.66,92.96,92.39,96.19,72.85,95.0,96.53,95.73,96.51,96.45
2018-05-01,94.27,93.68,92.65,90.47,95.69,97.88,98.59,96.46,71.54,90.82,97.42,97.31,97.53,96.68
2018-06-01,94.35,94.38,94.8,90.37,95.28,95.64,95.63,96.56,76.23,87.11,98.34,99.03,96.38,96.79
2018-07-01,94.91,94.27,94.47,90.21,95.36,97.55,97.9,96.01,89.67,84.4,98.65,99.77,98.8,96.94
2018-08-01,95.41,94.31,94.97,90.34,94.83,103.55,105.27,95.44,91.13,91.16,99.52,101.16,95.97,97.04
2018-09-01,97.18,94.72,94.83,90.85,95.86,110.16,113.41,95.94,109.17,93.6,99.21,101.41,97.31,97.09
2018-10-01,96.93,94.55,94.05,90.61,96.35,109.96,113.22,95.92,97.76,97.23,99.31,100.66,97.55,97.13
2018-11-01,95.85,95.36,94.78,90.55,97.75,108.78,111.7,95.53,80.57,95.78,99.63,101.03,97.55,97.16
2018-12-01,94.93,95.57,93.8,91.71,98.84,109.36,112.41,95.56,71.16,90.72,99.46,100.6,97.39,97.2
2019-01-01,95.09,95.76,95.02,92.11,97.82,113.05,116.88,98.48,71.11,90.69,99.31,99.33,97.17,97.37
2019-02-01,95.65,95.19,94.76,91.82,96.75,113.14,116.95,99.31,77.89,90.5,97.95,97.38,97.31,97.59
2019-03-01,95.57,94.67,94.33,92.9,95.33,112.64,116.37,96.66,81.32,87.3,98.24,96.97,97.54,97.79
2019-04-01,95.85,94.3,93.83,92.69,95.03,106.58,108.91,96.48,88.27,84.73,98.71,98.64,97.53,98.05
2019-05-01,96.7,94.74,95.13,92.96,94.69,96.37,96.21,97.01,90.32,92.61,99.08,98.69,97.67,98.21
2019-06-01,97.5,95.16,95.83,92.67,95.17,90.77,89.24,96.88,91.5,99.92,98.45,98.05,98.42,98.28
2019-07-01,96.5,94.74,95.7,92.7,94.19,85.8,83.17,96.8,95.78,88.74,99.48,99.06,98.34,98.33
2019-08-01,97.65,94.78,95.81,92.42,94.36,95.06,94.45,97.46,104.4,94.41,99.83,100.78,95.61,98.45
2019-09-01,99.08,95.37,96.77,93.07,94.49,96.48,96.13,97.71,111.7,100.45,99.82,100.73,97.01,98.51
2019-10-01,98.52,95.04,95.55,92.55,95.14,91.4,89.95,97.54,99.02,103.67,99.94,100.42,97.19,98.55
2019-11-01,97.64,94.96,94.93,93.38,95.21,93.1,92.01,97.15,88.34,102.62,99.5,99.67,97.16,98.61
2019-12-01,97.76,95.23,95.6,92.73,95.47,93.93,93.05,97.49,86.8,102.51,99.39,99.17,97.66,98.62
2020-01-01,97.54,95.29,95.83,92.33,95.53,93.76,92.62,100.57,80.36,104.2,99.52,99.28,95.47,98.91
2020-02-01,97.35,95.18,95.15,93.88,95.23,92.16,90.7,98.88,83.27,97.75,99.5,99.09,97.97,98.99
2020-03-01,97.12,95.9,94.81,93.73,97.57,97.42,97.26,98.5,76.38,98.25,100.0,99.81,98.22,98.98
2020-04-01,97.07,96.37,94.59,94.0,98.91,98.78,98.98,98.52,76.24,96.75,99.89,100.05,97.46,99.05
2020-05-01,97.0,96.77,95.21,94.55,99.06,96.04,95.51,98.18,76.85,95.66,99.82,100.13,97.05,99.06
2020-06-01,97.46,96.4,95.65,94.04,97.9,88.78,86.51,97.84,91.68,91.74,100.42,101.3,97.59,99.07
2020-07-01,97.26,95.94,95.68,93.79,96.79,88.68,86.41,97.2,86.9,92.52,100.61,101.73,98.14,99.11
2020-08-01,97.82,95.87,96.02,94.21,96.05,95.69,95.0,97.21,95.51,94.48,100.4,101.69,95.88,99.2
2020-09-01,98.36,96.0,96.23,95.22,95.73,97.14,96.89,97.16,96.4,98.14,100.42,101.57,97.06,99.22
2020-10-01,98.24,96.22,96.09,95.45,96.34,92.05,90.56,98.28,96.16,94.57,100.17,100.79,97.9,99.32
2020-11-01,98.03,96.57,95.56,95.39,97.79,93.74,92.65,97.57,98.43,90.66,100.17,100.77,97.78,99.35
2020-12-01,98.07,96.74,95.33,95.81,98.31,95.72,95.08,98.03,94.29,92.88,99.96,100.26,97.72,99.36
2021-01-01,98.72,97.82,97.2,96.04,99.03,96.98,96.47,99.13,101.96,93.42,99.15,98.44,97.07,99.44
2021-02-01,97.74,98.96,97.48,96.3,101.56,96.66,96.01,100.73,83.78,93.66,99.59,99.82,97.64,99.5
2021-03-01,97.62,98.77,97.08,97.43,101.03,100.5,100.92,98.89,77.39,93.78,98.35,96.91,99.41,99.54
2021-04-01,97.68,97.85,96.42,97.33,99.44,104.23,105.39,99.37,80.02,91.49,99.42,99.37,99.94,99.71
2021-05-01,98.62,98.13,96.88,96.89,99.81,100.46,100.78,99.9,82.61,99.93,99.0,98.84,100.48,99.79
2021-06-01,99.58,99.91,100.0,99.11,100.25,98.98,99.03,100.33,99.73,97.75,99.69,100.1,100.78,99.43
2021-07-01,99.64,100.84,102.02,100.54,99.87,97.7,97.06,100.21,104.17,93.53,100.44,100.78,101.06,99.44
2021-08-01,101.57,101.03,102.93,100.93,99.23,98.11,97.46,99.97,129.08,97.89,100.94,101.5,99.93,99.85
2021-09-01,101.84,101.64,103.68,103.18,99.06,100.14,99.92,100.23,121.53,101.35,101.06,101.47,101.08,100.11
2021-10-01,102.14,101.44,102.39,103.15,99.82,96.6,95.71,100.17,111.18,111.26,101.13,101.49,100.89,100.4
2021-11-01,102.63,101.55,101.97,104.36,99.96,102.67,103.09,100.01,111.1,112.98,100.8,101.09,100.9,101.06
2021-12-01,102.23,102.05,101.96,104.73,100.94,106.96,108.16,101.03,97.44,112.96,100.43,100.18,100.83,101.73
2022-01-01,102.39,102.47,102.17,105.52,101.4,112.13,114.2,104.37,85.67,113.25,99.85,99.72,101.12,103.29
2022-02-01,102.9,103.19,103.08,105.81,102.0,120.15,123.96,104.24,91.89,105.55,100.43,100.05,101.19,104.28
2022-03-01,103.37,103.26,103.15,105.57,102.08,123.61,128.05,105.05,96.23,101.82,100.43,100.02,101.63,104.77
2022-04-01,104.43,103.61,103.81,106.64,101.84,126.52,131.09,105.65,102.23,104.09,101.08,100.69,102.75,105.25
2022-05-01,105.92,105.86,106.0,107.55,104.86,128.56,133.26,107.12,100.9,116.46,101.62,101.59,104.17,105.58
2022-06-01,106.85,106.69,107.05,107.68,105.78,128.31,132.88,107.33,103.0,122.72,102.19,102.81,106.61,105.78
2022-07-01,106.8,106.67,107.59,108.16,104.96,128.88,133.26,106.97,102.2,121.19,102.79,103.57,107.31,106.15
2022-08-01,106.5,106.87,108.13,108.65,104.7,130.78,135.34,107.32,104.47,112.61,103.81,105.56,108.39,106.46
2022-09-01,107.23,107.17,108.82,107.86,104.99,131.35,135.75,107.32,117.06,106.91,104.81,107.18,110.85,106.65
2022-10-01,107.42,107.36,108.75,108.15,105.4,129.97,133.99,106.7,115.33,107.08,104.92,106.85,111.73,106.83
2022-11-01,106.84,107.43,108.85,107.94,105.56,128.15,131.76,106.24,106.6,106.18,104.79,106.21,112.07,106.93
2022-12-01,107.27,107.8,109.43,109.26,105.33,128.27,131.94,107.34,109.12,106.95,105.02,106.37,111.85,107.25
2023-01-01,107.81,108.33,109.93,110.57,105.62,129.78,133.11,110.55,109.87,108.71,104.59,105.57,110.68,107.82
2023-02-01,107.34,108.54,109.78,110.74,106.22,133.46,137.59,109.26,99.02,106.58,104.45,104.62,112.35,108.35
2023-03-01,108.41,109.2,110.7,107.86,108.19,154.58,162.01,110.19,94.51,113.86,104.85,104.35,111.35,109.09
2023-04-01,108.82,112.46,116.8,108.5,109.93,163.85,172.34,110.08,92.98,109.48,104.89,105.22,111.82,109.89
2023-05-01,109.07,112.67,116.44,108.76,110.75,145.3,149.44,110.52,94.52,110.0,104.6,105.37,110.72,110.33
2023-06-01,108.33,113.1,117.52,109.04,110.62,139.56,142.41,110.42,95.26,100.76,104.89,105.78,111.37,110.6
2023-07-01,108.17,112.45,116.71,108.72,109.86,134.01,135.73,110.26,100.27,94.43,105.74,106.68,112.68,110.87
2023-08-01,110.17,113.06,117.84,108.87,110.24,133.98,135.72,110.73,118.4,103.26,105.6,106.57,109.98,110.99
2023-09-01,112.36,113.91,118.98,109.75,110.89,137.67,140.15,110.34,127.55,115.95,105.19,105.74,110.81,111.17
2023-10-01,113.34,113.93,119.19,109.75,110.74,141.22,144.37,109.87,129.55,122.66,105.37,105.87,111.64,111.33
2023-11-01,112.87,114.04,119.27,109.99,110.79,133.89,135.21,109.05,118.12,126.07,104.51,104.11,112.55,111.43
2023-12-01,112.33,114.36,119.42,110.98,111.08,131.95,132.86,109.4,102.79,129.29,104.73,104.74,114.28,111.73
2024-01-01,112.24,114.43,119.21,111.74,111.08,131.51,132.5,111.81,93.89,131.4,104.25,102.88,113.11,112.14
2024-02-01,112.16,114.46,119.88,111.8,110.51,134.82,136.38,113.38,90.45,128.65,104.44,103.44,113.92,112.68
2024-03-01,111.51,113.97,118.27,112.33,110.55,131.42,132.27,112.11,93.14,116.65,104.72,103.53,115.65,112.9
2024-04-01,111.63,113.91,118.56,113.25,109.65,132.47,133.67,112.65,95.02,114.17,104.2,103.32,116.28,113.12
2024-05-01,112.78,114.28,117.72,114.52,110.82,127.08,127.19,112.98,105.62,119.54,104.78,103.87,116.42,113.42
2024-06-01,112.83,114.64,118.77,114.19,110.83,117.9,116.53,113.04,99.58,123.25,104.6,103.67,118.31,113.65
2024-07-01,113.13,114.73,120.37,112.44,110.27,112.2,109.95,111.97,108.85,120.19,104.83,104.3,118.3,113.94
2024-08-01,115.27,115.3,120.7,114.38,110.51,119.19,117.92,112.53,132.52,128.13,105.35,105.24,118.54,114.21
2024-09-01,115.74,116.29,121.98,114.74,111.63,116.34,114.29,113.58,122.18,136.22,105.09,104.62,120.28,114.48
2024-10-01,116.39,116.58,121.82,116.27,111.78,109.08,105.66,113.99,135.0,133.46,105.55,105.13,120.01,114.61
2024-11-01,117.19,117.03,122.16,116.84,112.36,110.03,106.91,114.45,141.25,136.77,105.01,104.89,120.57,114.83
2024-12-01,116.91,117.04,121.68,116.59,112.94,109.03,105.78,114.87,134.41,137.07,103.96,102.6,120.26,115.15
2025-01-01,116.43,117.33,122.71,117.4,112.24,105.38,101.45,117.62,112.95,145.27,103.93,102.22,119.45,115.73
2025-02-01,116.7,118.13,123.66,118.33,112.89,104.89,101.04,116.32,102.87,150.81,104.23,102.63,120.22,116.24
