end_date,effective_end,lower_95,median,upper_95,order,seasonal_order,bic
2025-12-01,2025-12-01,0.9606883894237104,2.4416901239547215,3.9073260016828995,"[0, 2, 2]","[1, 0, 1, 12]",-87.69193581161103
2026-01-01,2026-01-01,0.8128970315619285,2.4984239375493544,4.151554177842395,"[0, 2, 1]","[2, 0, 1, 12]",-87.55807055775225
2026-02-01,2026-02-01,0.945286625862681,2.3930575113368064,3.8283703053762923,"[0, 2, 1]","[2, 0, 0, 12]",-86.06936002845265
2026-03-01,2026-03-01,2.3358954611566465,3.0709755711104805,3.7983449494192447,"[1, 2, 1]","[1, 0, 0, 12]",-96.67395563631021
2026-04-01,2026-04-01,2.3815025367270275,2.9954074622824294,3.6150315224324414,"[1, 2, 1]","[1, 0, 1, 12]",-101.3347984603385
2026-05-01,2026-05-01,2.599960700833296,3.2735127457566904,3.9516518637176343,"[0, 2, 1]","[1, 0, 1, 12]",-93.4473438547231
2026-06-01,2026-06-01,2.600999865994398,2.999189651616817,3.395661942015016,"[1, 2, 2]","[1, 0, 1, 12]",-96.8687198977473
2026-07-01,2026-06-01,2.600999865994398,2.999189651616817,3.395661942015016,"[1, 2, 2]","[1, 0, 1, 12]",-96.8687198977473
2026-08-01,2026-06-01,2.600999865994398,2.999189651616817,3.395661942015016,"[1, 2, 2]","[1, 0, 1, 12]",-96.8687198977473
2026-09-01,2026-06-01,2.600999865994398,2.999189651616817,3.395661942015016,"[1, 2, 2]","[1, 0, 1, 12]",-96.8687198977473
2026-10-01,2026-06-01,2.600999865994398,2.999189651616817,3.395661942015016,"[1, 2, 2]","[1, 0, 1, 12]",-96.8687198977473
2026-11-01,2026-06-01,2.600999865994398,2.999189651616817,3.395661942015016,"[1, 2, 2]","[1, 0, 1, 12]",-96.8687198977473
