end_date,effective_end,lower_95,median,upper_95,order,seasonal_order,bic
2025-12-01,2025-12-01,-1.296567564081234,1.612892687619393,4.483549292516892,"[0, 1, 0]","[1, 0, 2, 12]",432.25421231959285
2026-01-01,2026-01-01,-1.6225036254616785,1.1142747032906897,3.836492301016393,"[0, 1, 0]","[1, 0, 2, 12]",430.2617405226909
2026-02-01,2026-02-01,-2.5054611310716934,-0.03388282226745787,2.4308102341492113,"[0, 1, 0]","[1, 0, 1, 12]",428.32810697102
2026-03-01,2026-03-01,-1.8362555498684312,0.40913000627363516,2.6655931341707966,"[0, 1, 0]","[1, 0, 1, 12]",428.17145774102596
2026-04-01,2026-04-01,-2.1594437554742374,-0.20178924090517114,1.7719869885354784,"[0, 1, 0]","[1, 0, 1, 12]",428.68526463119264
2026-05-01,2026-04-01,-2.1594437554742374,-0.20178924090517114,1.7719869885354784,"[0, 1, 0]","[1, 0, 1, 12]",428.68526463119264
2026-06-01,2026-04-01,-2.1594437554742374,-0.20178924090517114,1.7719869885354784,"[0, 1, 0]","[1, 0, 1, 12]",428.68526463119264
2026-07-01,2026-04-01,-2.1594437554742374,-0.20178924090517114,1.7719869885354784,"[0, 1, 0]","[1, 0, 1, 12]",428.68526463119264
2026-08-01,2026-04-01,-2.1594437554742374,-0.20178924090517114,1.7719869885354784,"[0, 1, 0]","[1, 0, 1, 12]",428.68526463119264
2026-09-01,2026-04-01,-2.1594437554742374,-0.20178924090517114,1.7719869885354784,"[0, 1, 0]","[1, 0, 1, 12]",428.68526463119264
2026-10-01,2026-04-01,-2.1594437554742374,-0.20178924090517114,1.7719869885354784,"[0, 1, 0]","[1, 0, 1, 12]",428.68526463119264
2026-11-01,2026-04-01,-2.1594437554742374,-0.20178924090517114,1.7719869885354784,"[0, 1, 0]","[1, 0, 1, 12]",428.68526463119264
